C0000039	1,2-dipalmitoylphosphatidylcholine
C0303857	Alkyl naphthyl methyl pyridinium chloride
C0303859	Naphthol green B stain
C0303860	Martius yellow stain
C0303861	Alizarin yellow GG stain
C0303863	Tropaeolin O stain
C0303864	Solochrome black 6B stain
C0303866	Diamond black stain
C0303867	Crystal ponceau stain
C0303868	Lissamine fast red B stain
C0303869	Lissamine fast yellow stain
C0303870	Naphthalene black 12B stain
C0303871	Bismark brown Y stain
C0303872	Bismark brown R stain
C0303873	Erie garnet stain
C0303874	Pontamine sky blue 5BX stain
C0303875	Pontamine sky blue 6BX stain
C0303876	Vital new red stain
C0303877	Brilliant orange stain
C0303878	Biebrich scarlet stain
C0303879	Fast sulfon black F stain
C0303880	Brilliant crocein stain
C0303881	Durazol red stain
C0303882	Benzo fast scarlet stain
C0303883	Fast red B salt stain
C0303884	Fast red ITR stain
C0303885	Fast blue RR salt stain
C0303886	Fast violet B salt stain
C0303887	Fast garnet GBC salt stain
C0303888	Fast blue B salt stain
C0303889	Xylene cyanol FF stain
C0303890	Methyl violet 2B stain
C0303891	Methyl violet 6B stain
C0303892	Kenacid blue R stain
C0303893	Page blue 83 stain
C0303894	Alkali blue 5B (4B) stain
C0303895	Alkali blue 6B stain
C0303896	Blue light
C0303897	Methyl blue stain
C0303898	Rosolic acid sodium salt stain
C0303899	Solochrome azurine (BS) stain
C0303900	Lissamine rhodamine stain
C0303901	Dibromofluorescein stain
C0303902	Water soluble eosin stain
C0303903	Spirit soluble eosin stain
C0303904	Blue shade eosin stain
C0303905	Erythrosin Y stain
C0303906	Indophenol from naphthol stain
C0303907	Azocarmine G (GX) stain
C0303908	Alcohol soluble nigrosine stain
C0303909	Water soluble nigrosine stain
C0303910	Lacmoid stain
C0303911	Methylene violet stain (Bernthsen)
C0303912	Water soluble anthracene brown stain
C0303913	Nuclear fast red stain
C0303914	Procion brilliant blue MRS stain
C0303915	Waxoline blue stain
C0303916	Alizarin cyanine green stain
C0303917	Alizarin blue S stain
C0303919	Soluble berlin blue stain
C0303920	Fluorescent stain
C0303921	Auramine G stain
C0303922	Atebrin FS stain
C0303923	Tattoo dye
C0303924	Chrome green
C0303925	Cobalt blue
C0303927	Algicide
C0303928	Acaricide-containing product
C0303931	Bacterial insecticide
C0303933	Dibutyl phosphate
C0303935	Dichlorophenoxy ethyl sulfate
C0303936	Disodium salt of endothall
C0303937	Dipotassium salt of endothall
C0303938	Disodium 3,6-endoxohexahydrophthalate
C0303939	MCPA sodium salt
C0303940	MCPA amine
C0303941	Herbicide oil
C0303942	Methyl sulfate difenzoquat
C0303943	Bensulfide
C0303944	Chlorflurecol
C0303945	Dimethyl chlorthal
C0303946	Liquid cyanamide
C0303948	Methyl flamprop
C0303949	Oxine benzoate
C0303951	Ethylidene diacetate
C0303953	Discontinued pesticide
C0303954	Butyl mercaptan
C0303955	Pesticide adjuvant
C0303956	Nonylphenoxy P.H. ethanol
C0303957	Octylphenoxy P.H. ethanol
C0303958	Amine ethoxylate
C0303961	Naphthyl acetic acid
C0303962	Naphthalene acetamide
C0303963	Auxin A
C0303964	Auxin B
C0303967	War gas
C0303968	Vesicating gas
C0303969	Sternutator
C0303971	Sulfur monochloride
C0303972	N-b-bis (2-chloroethyl)-2-naphthylamine
C0303973	p-Nitrobiphenyl
C0303974	Chlorinated biphenyl oxide
C0303975	4,4'-methylene-bis-(2-chloroaniline)
C0303977	Plastic reagent
C0303980	Nylon 46
C0303983	Vinyl carbazole
C0303984	Vinyl pyridine
C0303986	Fluoropolymer
C0303990	Plant glycoside
C0303991	Bryonidin
C0303992	Bryonal
C0303993	Dugaldin
C0303994	Plant cardiac glycoside
C0303995	Antiarin
C0303996	Acokantherin
C0303997	Tanghin extract
C0303998	Calotropin
C0303999	Scillaren B
C0304000	Convallamarogenin
C0304001	Plant sapogenin glycoside
C0304002	Phytolaccigenin
C0304003	Githagenin
C0304004	Elaterin
C0304005	Plant azoxy glycoside
C0304006	Plant anthraquinone glycoside
C0304007	Plant cyanogenic glycoside
C0304008	Plant terpene
C0304009	Plant diterpene
C0304010	Plant triterpene
C0304011	Plant sesquiterpene
C0304012	Phoabol
C0304013	Huratoxin
C0304014	Jatropham
C0304015	Plant estrogenic glycoside
C0304016	Robin
C0304017	Hypoglycin B
C0304018	Plant pyrrolizidine alkaloid
C0304019	Plant isoquinoline alkaloid
C0304020	Plant quinolizidine alkaloid
C0304021	Plant steroid alkaloid
C0304022	Calycanthine
C0304023	Delphinine
C0304024	Ajacine
C0304025	Methylcytisine
C0304027	Passiflorine
C0304028	Andirine
C0304029	Isosparteine
C0304030	Cevine
C0304031	Cevadilline
C0304032	Sabadine
C0304033	Cassaidine
C0304034	Tephrosin
C0304035	Tetraphylline
C0304036	Tetraphyllicine
C0304037	Schizozygine
C0304038	Apoatropine
C0304040	Cuscohygrine
C0304041	Gelsemine
C0304042	Amsinckine
C0304043	Isotomin
C0304044	Plant asparagine
C0304045	Temuline
C0304046	Bowieine
C0304047	Superbine
C0304048	Zygacine
C0304049	Rubijervine
C0304050	Plant mutagen
C0304051	Plant teratogen
C0304052	Plant lectin
C0304053	Plant mitogen
C0304054	Plant goitrogen
C0304055	Algal product
C0304056	Algal toxin
C0304057	Blue-green algae product
C0304058	Phycocyanogen
C0304064	Plant residue
C0304066	Cork
C0304070	Sisal fiber
C0304072	Plant pigment
C0304075	Hepatotoxic mycotoxin
C0304076	Nephrotoxic mycotoxin
C0304077	Neurotoxic mycotoxin
C0304078	Aflatoxin G
C0304079	Macrocyclic trichothecenes
C0304080	Fusarin
C0304081	Fumitremorgen
C0304082	Fumonisin
C0304083	Bulrush millet ergot alkaloid
C0304084	Paspalum ergot alkaloid
C0304085	Rye ergot alkaloid
C0304086	Roridin
C0304087	Satratoxin
C0304088	Verrucarin
C0304089	Brefeldin
C0304090	Tremorgenic mycotoxin
C0304091	Tremorgen
C0304092	Territrem
C0304093	Lolitrem
C0304094	Allspice oil
C0304095	Anise oil
C0304096	Myrcia oil
C0304097	Caraway oil
C0304098	Cardamom oil
C0304100	Cedar leaf oil
C0304101	Bhilawanol oil
C0304103	Coriander oil
C0304104	Oil of dill
C0304105	Fennel oil
C0304106	Juniper oil
C0304107	Oil of juniper wood
C0304108	Lemon oil-containing product
C0304109	Oil of lemon grass
C0304110	Bitter orange oil
C0304111	Orange flower oil
C0304112	Pine needle oil
C0304113	Rose oil
C0304114	Rosemary oil
C0304115	Sandalwood oil-containing product
C0304116	Sassafras oil
C0304117	Oil of spike
C0304118	Oil of spruce
C0304119	Thyme oil
C0304120	Rectified pine tar oil
C0304121	Rectified birch tar oil
C0304122	Oil of angelica
C0304123	Oil of asarum
C0304124	Oil of balm
C0304125	Oil of calamus
C0304126	Oil of cascarilla
C0304127	Oil of celery
C0304128	Oil of chamomile, Roman
C0304129	Oil of champaca
C0304130	Oil of cherry laurel
C0304131	Oil of cubeb
C0304132	Oil of cumin
C0304133	Oil of cypress
C0304134	Oil of silver pine
C0304135	Oil of fleabane
C0304136	Oil of Geranium
C0304137	Oil of ginger
C0304138	Oil of hops
C0304139	Oil of hyssop
C0304140	Oil of levant wormseed
C0304141	Oil of linaloe
C0304142	Oil of marjoram
C0304143	Oil of organum
C0304144	Oil of myrtle
C0304145	Oil of niaouli
C0304147	Oil of patchouli
C0304148	Oil of pennyroyal-American
C0304149	Oil of pennyroyal-European
C0304150	Oil of petitgrain
C0304151	Oil of rue
C0304152	Oil of savin
C0304153	Fixed oil
C0304154	Aromatic castor oil
C0304155	Camphorated oil
C0304156	Oil of male fern
C0304157	Plant alcoholic oil
C0304158	Plant aldehyde oil
C0304159	Plant product insecticide
C0304160	Cinerin
C0304161	Jasmolin
C0304163	Fish toxin
C0304164	Clupeotoxin
C0304165	Ichthyoallyeinotoxin
C0304166	Ichthyotoxin
C0304167	Ichthyosarcotoxin
C0304168	Abalone viscera poison
C0304169	Acipenserin
C0304170	Actinocongestin
C0304171	Asterosaponin
C0304172	Asterotoxin
C0304173	Bonellinin
C0304175	Cephalotoxin
C0304176	Conotoxin
C0304177	Chelonitoxin
C0304178	Eburnetoxin
C0304179	Neosaxitonin
C0304180	Shellfish toxin
C0304181	Callistin toxin
C0304182	Haplotoxin
C0304183	Plotolysin toxin
C0304184	Plotospasmin toxin
C0304186	Venerupin shellfish toxin
C0304187	Dehydrobufotenine
C0304188	o-Methy-bufotenine
C0304189	Triturus species toxin
C0304192	Candicin toxin
C0304193	Leptodactylin
C0304194	Zetekitoxin
C0304195	Samarandin toxin
C0304197	Short neurotoxin venom
C0304198	Long neurotoxin venom
C0304199	Augusticeps-type venom
C0304200	Cardiotoxin venom
C0304201	Cytotoxin venom
C0304202	Hemolysin venom
C0304203	Phospholipase A venom
C0304204	Protease inhibitor venom
C0304205	Crotamine venom
C0304206	Tetramine toxin
C0304207	Bacterial product
C0304208	Bacteriopurpurin
C0304209	Animal alkaloid
C0304210	Neurine
C0304211	Ptomatropine
C0304212	Septicine
C0304213	Animal oil
C0304232	Type of drug preparation
C0304296	Ethylenediamine and ethylenediamine derivative
C0304297	Tripelennamine hydrochloride
C0304298	Ethanolamine and ethanolamine derivative
C0304299	Bromodiphenhydramine hydrochloride
C0304300	Carbinoxamine maleate
C0304303	Piperazine derivative
C0304304	Buclizine hydrochloride
C0304305	Cyclizine lactate
C0304308	Pentamidine diisothionate
C0304310	Bacitracin C
C0304311	Clindamycin palmitate hydrochloride
C0304315	Griseofulvin microsize
C0304316	Griseofulvin ultramicrosize
C0304317	First generation cephalosporin
C0304319	Second generation cephalosporin
C0304320	Third generation cephalosporin
C0304323	Natural penicillin
C0304324	Aminopenicillin
C0304325	Alpha-carboxypenicillin
C0304326	Acylaminopenicillin
C0304331	Nitrofurantoin sodium
C0304337	Antimony sodium thioglycolate
C0304338	Antimony thioglycolate
C0304340	Hydroxystilbamidine isethionate
C0304341	Oxophenarsine hydrochloride
C0304346	Thiosalicylate
C0304347	Sodium thiosalicylate
C0304348	Acetyl salicylate
C0304349	Phenylpiperidine derivative
C0304352	Codeine sulfate
C0304357	Barbiturate analog
C0304358	Butabarbital sodium
C0304359	Secobarbital sodium
C0304361	Oxazolidinedione product
C0304364	Bicyclic antidepressant
C0304365	Dibenzazepine derivative
C0304366	Dibenzocycloheptane derivative
C0304367	Dibenzoxepin derivative
C0304368	Imipramine pamoate
C0304369	Tranylcypromine sulfate
C0304370	Phenothiazine derivative
C0304371	Methdilazine hydrochloride
C0304374	Propylamino derivative of phenothiazine
C0304375	Methotrimeprazine hydrochloride
C0304376	Triflupromazine hydrochloride
C0304377	Propylpiperazine derivative of phenothiazine
C0304378	Acetophenazine maleate
C0304381	Trifluoperazine hydrochloride
C0304382	Alkylpiperidine derivative of phenothiazine
C0304384	Chlorprothixene hydrochloride
C0304385	Chlorprothixene lactate
C0304386	Thiothixene hydrochloride
C0304390	Loxapine hydrochloride
C0304394	Dimozide
C0304401	Benzodiazepine nucleus
C0304402	Stimulant
C0304403	Psychostimulant
C0304407	Nicotine resin complex
C0304408	Reversible anticholinesterase
C0304409	Penthienate bromide
C0304410	Stramonium
C0304411	Biperiden hydrochloride
C0304414	Aminoalcohol ester
C0304415	Aminoamide
C0304416	Naturally occurring alkaloid
C0304417	Semisynthetic alkaloid
C0304418	Synthetic alkaloid
C0304422	Hyoscyamine hydrobromide
C0304423	Methantheline bromide
C0304424	Oxyphencyclimine hydrochloride
C0304425	Ephedrine hydrochloride
C0304426	Ephedrine sulfate
C0304428	Phenylephrine bitartrate
C0304430	Pseudoephedrine hydrochloride
C0304431	Pseudoephedrine sulfate
C0304432	Dihydro-alpha-ergocryptine
C0304433	Dihydro-beta-ergocryptine
C0304435	Nondepolarizing neuromuscular blocker product
C0304437	Smooth muscle relaxant
C0304438	Gastrointestinal smooth muscle relaxant
C0304439	Genitourinary smooth muscle relaxant
C0304441	Theophylline anhydrous
C0304442	Theophylline calcium salicylate
C0304443	Theophylline monohydrate
C0304444	Aminophylline anhydrous
C0304448	Methohexital sodium
C0304455	Dyclonine hydrochloride
C0304456	Tetracaine hydrochloride
C0304459	Electrolyte agent
C0304460	Water balance agent
C0304462	Urinary acidifier agent
C0304464	Citrate salt
C0304465	Citric acid- and sodium citrate-containing product
C0304466	Ammonia detoxicant
C0304471	Replacement preparation
C0304475	Potassium supplement
C0304481	Beta-D-fructopyranose
C0304482	Beta-D-fructofuranose
C0304483	Fat emulsion
C0304485	Sulfonamide diuretic
C0304487	Saluretic agent
C0304489	Chlorothiazide sodium
C0304490	Potassium-sparing diuretic
C0304495	Cycle-phase specific agent
C0304496	Cycle-phase nonspecific agent
C0304497	Cytotoxic agent
C0304503	Class Ia antiarrhythmic agent
C0304504	Class Ib antiarrhythmic agent
C0304505	Class Ic antiarrhythmic agent
C0304509	Inotropic agent
C0304512	Alpha-1 adrenergic receptor antagonist-containing product
C0304513	Alpha-2 adrenergic receptor antagonist-containing product
C0304516	Beta-1 adrenergic receptor antagonist-containing product
C0304518	Aglycone
C0304520	Digitalis
C0304521	Inamrinone lactate
C0304522	Bile acid sequestrant antilipemic agent
C0304523	Centrally acting hypotensive agent
C0304525	Guanadrel sulfate
C0304526	Mecamylamine hydrochloride
C0304527	Methyldopate hydrochloride
C0304528	Pentamethonium bromide
C0304532	Liquefied phenol
C0304534	Capillary active drug
C0304535	Chromocarb
C0304536	Folescutol
C0304537	Metescufylline
C0304539	Cimetidine hydrochloride
C0304541	Aluminum glycinate
C0304547	Lactobacillus acidophilus-containing product
C0304550	Bulk-forming laxative
C0304553	Stimulant laxative
C0304554	Aloe
C0304556	Malt soup extract
C0304561	Rhubarb
C0304562	Cholelitholytic AND/OR choleretic agent
C0304564	Glutamic acid hydrochloride
C0304568	Benzquinamide hydrochloride
C0304571	Terpin-containing product
C0304572	Potassium guaiacolsulfonate
C0304593	Benzoic acid- and salicylic acid-containing product
C0304594	Naftifine hydrochloride
C0304597	Undecylenic acid- and zinc undecylenate-containing product
C0304599	Pediculicide agent
C0304600	Piperonyl butoxide- and pyrethrin-containing product
C0304604	Topical form corticosteroids
C0304612	Diflorasone
C0304615	Proliferant agent
C0304617	Barium thioglycolate
C0304621	Coal Tar Topical Solution
C0304627	Aminobenzoic acid derivative
C0304628	Ethyl-4-bis-(hydroxypropyl)-1-aminobenzoate
C0304629	Menthyl anthranilate
C0304630	Diethanolamine-p-methoxycinnamate
C0304631	Homosalate
C0304632	Octyl salicylate
C0304633	Red petrolatum
C0304634	Digalloyl trioleate
C0304652	Product manufactured as otic dose form
C0304653	Product manufactured as nasal dose form
C0304655	Hydrogen peroxide solution 30%
C0304656	Hydrogen peroxide 30 mL/L cutaneous solution
C0304657	Apraclonidine hydrochloride
C0304658	Flurbiprofen sodium
C0304673	Bacitracin-containing product in ocular dose form
C0304674	Chloramphenicol-containing product in ocular dose form
C0304675	Chloramphenicol-containing product in otic dose form
C0304702	Hydrocortisone-containing product in ocular dose form
C0304703	Hydrocortisone-containing product in otic dose form
C0304704	Hydrocortisone-containing product in nasal dose form
C0304706	Dexamethasone-containing product in ocular dose form
C0304707	Dexamethasone-containing product in nasal dose form
C0304708	Flunisolide-containing product in nasal dose form
C0304709	Fluorometholone-containing product in ocular dose form
C0304710	Medrysone-containing product in ocular dose form
C0304711	Prednisolone-containing product in ocular dose form
C0304713	Acetazolamide sodium
C0304716	Natural hormone preparation
C0304717	Synthetic hormone product
C0304783	Sodium estrone sulfate
C0304812	Pituitary hormone-containing product
C0304815	Corticotropin zinc hydroxide
C0304848	Desiccated animal thyroid
C0304866	Beef insulin-containing product
C0304869	Intermediate-acting insulin
C0304870	Long-acting insulin product
C0304885	Burbot liver oil
C0304886	Percomorph liver oil
C0304888	Shark liver oil
C0304889	Halibut liver oil
C0304894	Sodium folate
C0304915	Delta tocopherol-containing product
C0304925	Human serum albumin-containing product
C0304926	Human plasma, blood product
C0304927	Frozen plasma product, human
C0304928	Human cryoprecipitate
C0304933	Soy protein-iron complex
C0304940	Indanedione
C0304941	Anti-heparin agent
C0304951	Diagnostic antigen
C0304955	Sodium chromate (51-Cr)
C0304957	Chromium (51-Cr) chloride
C0304958	Copper (64-Cu) versenate
C0304959	Copper (64-Cu) acetate
C0304960	Copper (67-Cu) ceruloplasmin
C0304961	Cyanocobalamin (57-Co)
C0304962	Cyanocobalamin (58-Co)
C0304963	Cyanocobalamin (60-Co)
C0304965	Sodium fluoride (18-F)
C0304967	Indium (111-In) pentetate
C0304970	Indium (111-In) ferric hydroxide
C0304971	Indium (111-In) labeled erythrocyte
C0304972	Indium (113-In) bleomycin
C0304973	Indium (113-In) pentetate
C0304977	Sodium iodide (123-I)
C0304978	Fibrinogen (123-I)
C0304979	Oleic acid (125-I)
C0304982	Sodium iodide (131-I)
C0304983	Iodocholesterol (131-I)
C0304984	Sodium iothalamate (125-I)
C0304986	Iodinated (131-I) aggregated albumin
C0304987	Iodohippurate (131-I) sodium
C0304992	Iodine (125-I) liothyronine
C0304993	Povidone iodine (125-I)
C0304998	Sodium Iodohippurate (125-I)
C0304999	Iodohippurate (123-I) sodium
C0305000	Iofetamine (123-I) hydrochloride
C0305001	Povidone iodine (131-I)
C0305002	Iodinated (131-I) gamma globulin
C0305003	Ferrous (59-Fe) citrate
C0305004	Ferrous (59-Fe) chloride
C0305005	Ferrous (59-Fe) sulfate
C0305006	Iron (59-Fe) dextran
C0305007	Sodium phosphate (32-P)
C0305008	Potassium (K-43) chloride
C0305009	Potassium (K-42) carbonate
C0305010	Potassium (K-42) chloride
C0305013	Sodium (24-Na) chloride
C0305015	Strontium (85-Sr) chloride
C0305016	Strontium (87-Sr) chloride
C0305017	Strontium (85-Sr) nitrate
C0305018	Strontium (87-Sr) nitrate
C0305020	Technetium (99m-Tc) microaggregated albumin
C0305022	Technetium (99m-Tc) albumin microspheres
C0305027	Technetium (99m-Tc) iron ascorbate
C0305028	Technetium (99m-Tc) stannous etidronate
C0305030	Technetium (99m-Tc) oxidronate
C0305034	Technetium (99m-Tc) sodium glucoheptonate
C0305039	Technetium (99-Tc) lidofenin
C0305040	Thallous (201-Ti) chloride
C0305041	Ytterbium (169-Yb) pentetate calcium trisodium
C0305042	Carbon (14-C) triolein
C0305043	Carbon (14-C) xylose
C0305048	Polyvalent crotalidae antivenom
C0305055	Lymphocyte immunoglobulin
C0305058	Tetanus immunoglobulin of human origin
C0305059	Diphtheria toxoid- and tetanus toxoid adsorbed-containing product
C0305062	Tetanus toxoid adsorbed
C0305063	Immunobiologic agent available from CDC
C0305064	Haemophilus b oligosaccharide conjugate(diphtheria CRM>197< protein conjugate) vaccine
C0305065	Polyvalent pneumococcal vaccine
C0305066	Rabies vaccine, human
C0305069	Prostacyclin PGI2
C0305070	Squill extract
C0305072	Heavy metal antagonist
C0305080	Proprietary agent AND/OR biological substance
C0307158	Anas barbariae hepatis et cordis extractum
C0307523	Rose bengal 1.3mg strip
C0308817	Dextrose 50% solution
C0309195	Grade A
C0309448	Mannitol-containing product in parenteral dose form
C0309618	Nitrofurazone 0.2% topical solution
C0309874	Primidone 250 mg oral tablet
C0310589	Vitamin A- and vitamin D-containing product
C0310688	Bronchitis vaccine
C0310701	Canine coronavirus vaccine
C0310717	Chlamydophila psittaci vaccine
C0310757	Parvovirus vaccine
C0310773	Autogenous vaccine - autogenous bacterin
C0310868	Vaccine - bacterin - toxoid
C0310968	Erysipelothrix rhusiopathiae antiserum
C0310969	Escherichia coli antibody
C0310970	Escherichia coli antiserum
